2.041380016749959836e+01 5.365209680483319943e+01 6.518111182615429300e+01 4.450369373140929952e+02 2.749597207055329818e+03 2.125661268559630116e+03 1.589752848409719945e+03 3.667264550006750028e+02 -2.039699999999999847e+01 -2.121399999999999864e+01 -2.216100000000000136e+01 -2.225300000000000011e+01 -2.042800000000000082e+01 -2.184100000000000108e+01 -2.047700000000000031e+01 -2.167599999999999838e+01 -2.697040000000000077e+02 -1.631829999999999927e+02 -2.894030000000000200e+02 -2.790710000000000264e+02 -2.960140000000000100e+02 -3.044820000000000277e+02 -2.774479999999999791e+02 -2.250360000000000014e+02 6.757880000000000109e+02 6.815380000000000109e+02 6.513020000000000209e+02 6.605710000000000264e+02 6.715890000000000555e+02 6.715890000000000555e+02 6.694270000000000209e+02 6.481420000000000528e+02
2.306000000000000000e+03 4.166624252522800020e+02 1.497732633521879961e+03 1.246121978453780002e+03 1.433102754334529891e+03 3.515439162676170235e+04 2.476486416953130174e+04 3.708340958440570034e+02 -2.017200000000000060e+01 -2.108500000000000085e+01 -3.013500000000000156e+01 -3.049599999999999866e+01 -2.955399999999999849e+01 -3.052700000000000102e+01 -2.087999999999999901e+01 -3.147400000000000020e+01 -2.964139999999999873e+02 -2.657599999999999909e+02 -2.630439999999999827e+02 -2.519029999999999916e+02 -2.784119999999999777e+02 -2.834019999999999868e+02 -2.712730000000000246e+02 -2.790169999999999959e+02 6.758360000000000127e+02 6.695560000000000400e+02 6.694410000000000309e+02 6.690660000000000309e+02 6.732259999999999991e+02 6.732259999999999991e+02 6.692659999999999627e+02 6.758700000000000045e+02
4.451823823585330047e+02 1.272848108839310015e+02 3.581642620954839913e+02 1.497090265477499926e+01 5.905720020482519885e+02 5.784410030933319831e+03 2.606742851712930133e+03 9.524477252428610541e+01 -2.069300000000000139e+01 -2.116000000000000014e+01 -3.046999999999999886e+01 -3.047200000000000131e+01 -2.969399999999999906e+01 -3.001800000000000068e+01 -2.068199999999999861e+01 -3.051200000000000045e+01 -3.325149999999999864e+02 -2.658290000000000077e+02 -2.547400000000000091e+02 -2.669479999999999791e+02 -2.869069999999999823e+02 -2.813949999999999818e+02 -2.586299999999999955e+02 -2.549859999999999900e+02 6.634700000000000273e+02 6.733360000000000127e+02 6.710860000000000127e+02 6.706449999999999818e+02 6.723150000000000546e+02 6.723150000000000546e+02 6.705869999999999891e+02 6.753410000000000082e+02
4.774717596880150268e+02 3.267907457722570257e+02 6.313614561585360434e+02 1.225303248598650043e+03 1.754376800942650107e+03 9.165911263932930524e+03 4.866179379860450354e+03 4.984892109541360128e+02 -2.006200000000000117e+01 -2.051300000000000168e+01 -2.966000000000000014e+01 -2.993199999999999861e+01 -2.831800000000000139e+01 -2.822800000000000153e+01 -2.114600000000000080e+01 -3.001099999999999923e+01 -2.901789999999999736e+02 -2.658170000000000073e+02 -2.450339999999999918e+02 -2.518799999999999955e+02 -2.832679999999999723e+02 -2.737959999999999923e+02 -2.526699999999999875e+02 -2.566700000000000159e+02 6.707770000000000437e+02 6.667480000000000473e+02 6.657200000000000273e+02 6.686040000000000418e+02 6.800710000000000264e+02 6.768250000000000455e+02 6.761150000000000091e+02 6.783429999999999609e+02
9.279077624429359616e+01 1.448395100878269943e+02 2.745128883178199999e+02 8.091484822216179964e+02 1.848784905197559965e+03 3.366012216348360198e+03 2.415847763897820187e+03 3.398043727766960274e+02 -2.035000000000000142e+01 -2.007199999999999918e+01 -2.856200000000000117e+01 -2.885900000000000176e+01 -2.510000000000000142e+01 -2.673999999999999844e+01 -2.088700000000000045e+01 -2.827299999999999969e+01 -2.568999999999999773e+02 -2.062570000000000050e+02 -2.289290000000000020e+02 nan -2.715269999999999868e+02 -2.664529999999999745e+02 -2.323770000000000095e+02 nan 6.650700000000000500e+02 6.539289999999999736e+02 6.686449999999999818e+02 6.736180000000000518e+02 6.660589999999999691e+02 6.657359999999999900e+02 6.594009999999999536e+02 6.760929999999999609e+02
7.335330620163030169e+00 1.971258558119669857e+01 5.393592691480120038e+01 5.344464529292960009e+00 7.765944200975529839e+02 6.848923832856329454e+02 5.925428703424870491e+02 8.924970555185770138e+01 -1.923000000000000043e+01 -1.937000000000000099e+01 -2.485900000000000176e+01 -2.766900000000000048e+01 -2.136799999999999855e+01 -2.465700000000000003e+01 -2.040399999999999991e+01 nan nan nan nan nan -2.377669999999999959e+02 -2.401359999999999957e+02 nan nan 6.700380000000000109e+02 nan nan 6.643089999999999691e+02 6.687580000000000382e+02 6.703429999999999609e+02 6.724299999999999500e+02 nan
2.669509372230929856e+01 6.919051116479779751e+01 1.926287793040860095e+02 4.670969705785979897e+01 2.057271673745060070e+03 2.097816604814379843e+03 2.080860251964330018e+03 4.671902584719110223e+02 -2.025900000000000034e+01 -2.039900000000000091e+01 -2.302299999999999969e+01 -2.674399999999999977e+01 -2.080399999999999849e+01 -2.359299999999999997e+01 -2.058500000000000085e+01 -2.258500000000000085e+01 -2.833469999999999800e+02 nan nan -2.264250000000000114e+02 nan nan nan -1.991980000000000075e+02 6.676779999999999973e+02 nan 6.627509999999999764e+02 6.598719999999999573e+02 8.953730000000000473e+02 8.923669999999999618e+02 7.991169999999999618e+02 nan
2.610411032945449961e+01 6.123904008681559930e+01 1.720360258903359920e+02 5.718651650633479733e+01 2.627414159846799976e+03 2.141117426970410179e+03 1.934584530595609976e+03 6.168652662164389540e+02 -2.050100000000000122e+01 -2.009700000000000131e+01 -2.231500000000000128e+01 -2.604299999999999926e+01 -2.058999999999999986e+01 -2.333299999999999841e+01 -2.064600000000000080e+01 -2.140800000000000125e+01 -2.703559999999999945e+02 -2.305780000000000030e+02 nan -2.071730000000000018e+02 -2.652860000000000014e+02 -2.857989999999999782e+02 -2.410440000000000111e+02 nan 6.843719999999999573e+02 nan 6.801200000000000045e+02 6.981079999999999472e+02 6.914650000000000318e+02 6.828920000000000528e+02 6.877960000000000491e+02 nan
2.748141781244680004e+01 4.767707027413499787e+01 1.101356580755309977e+02 4.603805717471809800e+01 2.690701783607650214e+03 1.965290413264960080e+03 1.463711058006980011e+03 4.149731526750550188e+02 -2.042399999999999949e+01 -2.031099999999999994e+01 -2.279899999999999949e+01 -2.549299999999999855e+01 -2.082199999999999918e+01 -2.275300000000000011e+01 -2.099299999999999855e+01 -2.171399999999999864e+01 -2.803519999999999754e+02 -2.497050000000000125e+02 nan -2.701619999999999777e+02 -2.877579999999999814e+02 -2.824379999999999882e+02 -2.612269999999999754e+02 nan 6.836680000000000064e+02 nan 6.715940000000000509e+02 6.688189999999999600e+02 6.810140000000000100e+02 6.809160000000000537e+02 6.812259999999999991e+02 6.684389999999999645e+02
9.526670107000020593e+00 1.696170095551439871e+01 2.734223857003080127e+01 2.077024697900500172e+01 9.073357807165519944e+02 7.929450092954419915e+02 5.167579115706910216e+02 1.286826930509720057e+02 -2.017299999999999827e+01 -1.933200000000000074e+01 -2.394800000000000040e+01 -2.494900000000000162e+01 -2.067699999999999960e+01 -2.218599999999999994e+01 -2.048000000000000043e+01 -2.389900000000000091e+01 -2.187899999999999920e+02 nan nan nan nan -2.360339999999999918e+02 nan nan 6.798540000000000418e+02 nan nan nan 6.876040000000000418e+02 6.853949999999999818e+02 6.880850000000000364e+02 nan
